cor,Int,BCue,CCue,subs,corRehB,corRehC
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,18,FALSE,FALSE
FALSE,TRUE,TRUE,FALSE,18,FALSE,TRUE
FALSE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,18,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,FALSE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,18,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,18,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,18,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,18,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,18,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,18,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,18,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,19,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,19,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,19,TRUE,TRUE
